annotation_id,image_id,category_id,bbox_x,bbox_y,bbox_w,bbox_h,score
78,1022,1899,150.375732421875,239.44839477539062,178.88311767578125,182.77645874023438,0.9575587511062621
79,1022,29450,35.136192321777344,803.5629272460938,425.6255874633789,221.18133544921875,0.8896264433860771
80,1022,33207,580.84912109375,812.455322265625,218.3204345703125,204.2689208984375,0.5832384824752801
81,1023,16550,657.28662109375,26.29974937438965,286.4364013671875,487.49663734436035,0.9779559373855591
82,1023,1899,167.02491760253906,247.23960876464844,181.2501983642578,181.57579040527344,0.9694876074790951
83,1023,29450,70.91190338134766,841.1065063476562,408.1930465698242,223.28460693359375,0.887502908706665
84,1023,33207,608.3646240234375,844.8294677734375,217.071044921875,197.321044921875,0.662275910377502
85,1025,20876,545.2080688476562,294.2044372558594,325.6287841796875,234.19430541992188,0.9771116375923151
86,1025,3482,141.43373107910156,290.09283447265625,215.3968048095703,255.71270751953125,0.9717350602149961
87,1025,16261,104.36492919921875,836.038330078125,252.63946533203125,245.25146484375,0.9678516983985901
88,1025,28762,640.7940673828125,860.8427124023438,225.9326171875,214.81256103515625,0.9116554856300351
89,1026,20876,108.19517517089844,767.3975830078125,337.7316131591797,232.03662109375,0.987572908401489
90,1026,16261,630.2596435546875,193.64035034179688,244.72528076171875,224.4644775390625,0.9815474748611451
91,1026,3482,649.2020263671875,745.3294677734375,211.5577392578125,274.5711669921875,0.973603785037994
92,1026,28762,134.4656982421875,202.74119567871094,212.95245361328125,207.55506896972656,0.898375689983367
93,1027,3350,354.9617919921875,882.60546875,188.73760986328125,195.0169677734375,0.9649519324302671
94,1027,13899,190.0930633544922,282.70928955078125,203.0592498779297,236.79998779296875,0.8878931999206541
95,1027,16231,605.675048828125,266.011474609375,182.06402587890625,186.60052490234375,0.523770272731781
96,1028,3350,393.68896484375,156.4607696533203,181.77484130859375,188.8932342529297,0.9734756350517271
97,1028,13899,554.63232421875,695.657470703125,208.835693359375,263.9388427734375,0.934350669384002
98,1028,16231,137.50881958007812,781.645263671875,187.70355224609375,189.60198974609375,0.7520288228988641
99,1029,3350,436.19781494140625,214.8879852294922,183.462890625,186.8311004638672,0.956711173057556
100,1029,13899,595.5072631835938,792.5380249023438,198.9544677734375,246.88348388671875,0.887225568294525
101,1029,22073,178.72415161132812,857.5203247070312,177.71139526367188,221.51605224609375,0.510605812072753
102,1030,3482,579.355712890625,756.551025390625,274.649658203125,211.4737548828125,0.979907274246215
103,1030,34596,41.84129333496094,149.6929168701172,446.6658477783203,408.0756378173828,0.978184401988983
104,1030,35205,574.6968383789062,109.3227767944336,248.43353271484375,395.89432525634766,0.974026083946228
105,1030,27732,87.00614929199219,724.6224975585938,316.59388732910156,280.13134765625,0.9684898853302001
106,1034,3482,147.13092041015625,218.34422302246094,253.66567993164062,222.98289489746094,0.977710008621215
107,1034,36636,86.42687225341797,904.4636840820312,276.0001907348633,166.79595947265625,0.9165650606155391
108,1034,19860,640.9338989257812,274.96917724609375,219.31097412109375,173.35272216796875,0.913373827934265
109,1034,28762,651.0780029296875,886.7763671875,215.65289306640625,215.5362548828125,0.8895459771156311
110,1039,16261,576.4739379882812,195.75955200195312,240.28009033203125,228.131591796875,0.984074473381042
111,1039,3482,602.3507080078125,843.4902954101562,277.62322998046875,189.88507080078125,0.9822161197662351
112,1039,25468,54.714569091796875,856.98193359375,371.6002197265625,224.0623779296875,0.916119933128356
113,1039,28762,128.5113983154297,215.0540008544922,211.85508728027344,205.10499572753906,0.907011568546295
114,104,3350,324.4316101074219,203.54371643066406,185.17208862304688,188.72569274902344,0.9739307761192321
115,104,21324,621.5520629882812,757.9735107421875,167.092041015625,234.66900634765625,0.88394945859909
116,104,18356,112.48824310302734,607.9994506835938,247.66480255126953,369.05487060546875,0.833739221096038
117,1041,3482,129.93873596191406,270.5981140136719,264.7464141845703,190.17315673828125,0.9722440242767331
118,1041,16261,164.5241241455078,832.3108520507812,249.1025848388672,243.31500244140625,0.9677221179008481
119,1041,25468,580.267333984375,233.7307586669922,370.72784423828125,213.37876892089844,0.946690559387207
120,1041,28762,648.9381713867188,853.41357421875,222.8160400390625,218.638427734375,0.9056462049484251
121,1043,3350,313.85003662109375,169.5785369873047,183.60159301757812,186.7047882080078,0.9699776172637941
122,1043,35205,513.6741333007812,598.1453857421875,246.87176513671875,419.72442626953125,0.9622899889945981
123,1043,18356,51.40142822265625,629.816650390625,274.1557312011719,342.35205078125,0.848909318447113
124,1044,3350,353.7878112792969,226.1043243408203,186.82681274414062,186.3562774658203,0.969343125820159
125,1044,35205,549.83203125,696.3214721679688,242.07025146484375,410.08367919921875,0.952940881252288
126,1044,18356,91.54600524902344,727.4226684570312,278.6563262939453,337.08880615234375,0.832105696201324
127,1045,20876,43.67788314819336,756.3381958007812,327.26926040649414,249.714111328125,0.9792628884315491
128,1045,3482,624.652099609375,716.6417236328125,208.23992919921875,274.698974609375,0.9728041887283321
129,1045,29666,594.278076171875,177.76095581054688,222.3692626953125,213.975830078125,0.9580724239349361
130,1045,28762,131.14926147460938,215.9399871826172,212.68338012695312,199.29063415527344,0.889997363090515
131,1046,20876,69.12474060058594,800.5838623046875,331.76747131347656,241.85888671875,0.9834497570991511
132,1046,3482,649.3142700195312,745.8275756835938,210.93743896484375,275.05718994140625,0.972355365753173
133,1046,29666,627.3341064453125,183.90211486816406,219.48516845703125,213.00804138183594,0.9631040096282951
134,1046,28762,152.65415954589844,226.70130920410156,210.3063507080078,199.98316955566406,0.8923670649528501
135,1047,20876,586.59130859375,260.4114074707031,334.2703857421875,241.98699951171875,0.9781000018119811
136,1047,3482,141.8251190185547,289.71435546875,214.6999969482422,255.17462158203125,0.9717224836349481
137,1047,29666,135.05264282226562,858.64892578125,230.89041137695312,230.8466796875,0.9599872827529901
138,1047,28762,626.8350219726562,846.1312255859375,219.64410400390625,212.1839599609375,0.9052523970603941
139,1050,2482,648.5498046875,79.84903717041016,197.02777099609375,488.89083099365234,0.9777334928512571
140,1050,5093,137.86160278320312,850.2245483398438,279.2755126953125,269.54339599609375,0.889098405838012
141,1050,22626,95.9390869140625,176.2897491455078,332.4985656738281,464.6124725341797,0.8440009951591491
142,1050,22361,611.271240234375,770.3369750976562,252.54876708984375,410.96539306640625,0.8059700727462761
143,1051,2482,86.08981323242188,677.7982788085938,233.24951171875,482.72235107421875,0.9691618084907531
144,1051,5093,549.0259399414062,195.2611083984375,279.7091064453125,261.4250793457031,0.9053626656532281
145,1051,4377,140.65318298339844,99.19837951660156,210.3656768798828,451.9182586669922,0.730404376983642
146,1053,2482,619.5317993164062,44.646705627441406,215.97998046875,490.3337631225586,0.9753833413124081
147,1053,5093,108.51248168945312,801.9166870117188,277.9380187988281,279.80889892578125,0.9013702869415281
148,1053,4377,584.4345703125,684.7738037109375,224.09771728515625,478.6405029296875,0.7288463115692131
149,1053,23222,86.92089080810547,73.9802017211914,353.60746002197266,456.0426254272461,0.5638855695724481
150,1055,3482,567.4313354492188,765.0393676757812,277.28680419921875,209.49029541015625,0.981665909290313
151,1055,31884,57.81181716918945,33.821048736572266,419.6412773132324,487.06823348999023,0.9805524945259091
152,1055,27732,84.22618865966797,727.4304809570312,320.46012115478516,273.22808837890625,0.9698301553726191
153,1055,29666,647.1129760742188,186.81124877929688,222.186279296875,212.78277587890625,0.9647497534751891
154,1056,31884,69.94403839111328,50.04301071166992,440.2263412475586,491.5232734680176,0.9779676198959351
155,1056,3482,599.860595703125,802.712646484375,271.054931640625,200.59918212890625,0.9752945899963371
156,1056,27732,118.98042297363281,774.5674438476562,318.75367736816406,269.53765869140625,0.968091428279876
157,1056,29666,678.26611328125,188.6667022705078,226.0904541015625,214.49351501464844,0.9638867378234861
158,1057,2482,612.2991943359375,65.52620697021484,241.784912109375,468.4670181274414,0.9728259444236751
159,1057,25437,109.5324478149414,831.6622314453125,253.1991195678711,253.6956787109375,0.9661568999290461
160,1057,12777,79.54167175292969,69.17959594726562,329.8097686767578,506.5840759277344,0.9214873313903801
161,1057,4377,635.7086181640625,699.7197265625,229.90374755859375,470.8961181640625,0.74299669265747
162,1058,2482,600.3228759765625,99.91545104980469,248.4677734375,458.8825225830078,0.98125159740448
163,1058,25437,111.51890563964844,837.263671875,256.85646057128906,273.9027099609375,0.962035179138183
164,1058,12777,76.34810638427734,115.59109497070312,344.2823257446289,503.9651794433594,0.88834148645401
165,1058,4377,656.8942260742188,701.3599853515625,219.723876953125,476.8297119140625,0.75726306438446
166,1060,2482,115.6666259765625,681.2017211914062,214.1611328125,487.76202392578125,0.9806658625602721
167,1060,25437,557.451416015625,205.79409790039062,250.03057861328125,247.193603515625,0.9727979302406311
168,1060,22626,523.7809448242188,642.2236938476562,368.26605224609375,485.16595458984375,0.814610004425048
169,1060,13394,118.39673614501953,49.2088623046875,240.76192474365234,485.67706298828125,0.7984840273857111
170,1064,3482,601.8678588867188,843.5286254882812,276.72613525390625,189.00457763671875,0.9818905591964721
171,1064,34596,66.90772247314453,133.05137634277344,437.5674362182617,417.3544464111328,0.979555070400238
172,1064,25468,51.69694137573242,858.3561401367188,375.32841873168945,218.94659423828125,0.9339661002159111
173,1064,20237,621.8309936523438,194.14578247070312,221.9591064453125,221.80630493164062,0.881286203861236
174,1065,34596,475.8857116699219,688.0198364257812,471.7983703613281,427.24383544921875,0.979471445083618
175,1065,3482,129.83583068847656,270.33453369140625,264.8032684326172,191.17904663085938,0.9712702631950371
176,1065,25468,579.839111328125,235.0216827392578,372.0936279296875,214.69606018066406,0.950386226177215
177,1065,20237,137.9647979736328,851.4119262695312,235.37025451660156,226.08538818359375,0.906277298927307
178,1067,31884,551.8866577148438,676.7271728515625,405.7489013671875,524.4898681640625,0.98436814546585
179,1067,16261,114.79270935058594,843.7687377929688,251.62367248535156,243.95123291015625,0.9783491492271421
180,1067,3482,131.57835388183594,287.0849304199219,274.0137176513672,176.64981079101562,0.9741489291191101
181,1067,27652,672.3778076171875,256.0313415527344,220.2889404296875,198.91571044921875,0.942892372608184
182,1069,1899,623.2495727539062,888.7197875976562,204.6768798828125,141.76812744140625,0.9783198237419121
183,1069,16547,645.04833984375,167.42247009277344,233.6217041015625,220.04420471191406,0.9518941640853881
184,1069,21025,134.43470764160156,871.8361206054688,182.4441680908203,171.00274658203125,0.797826051712036
185,1069,21770,117.49307250976562,205.2014617919922,189.41366577148438,183.58522033691406,0.7696006894111631
186,1070,1899,172.78366088867188,279.8445739746094,204.634521484375,139.173583984375,0.969392597675323
187,1070,16547,100.14286041259766,861.3865966796875,238.79671478271484,242.4188232421875,0.9628499746322631
188,1070,21025,671.26904296875,276.43377685546875,183.1806640625,163.92706298828125,0.8577829003334041
189,1070,21770,684.0362548828125,882.2669067382812,199.0345458984375,192.27667236328125,0.7602764964103691
190,1073,3482,536.8888549804688,778.802734375,266.98809814453125,226.3238525390625,0.9722734093666071
191,1073,36636,636.8389892578125,173.72657775878906,182.00115966796875,241.88096618652344,0.9641505479812621
192,1073,27776,143.44618225097656,774.2671508789062,180.4837188720703,204.69464111328125,0.9448332786560051
193,1073,22346,116.32968139648438,195.0755157470703,199.58013916015625,197.68687438964844,0.9043064713478081
194,1075,16550,93.6923599243164,587.3194580078125,341.03182220458984,468.020263671875,0.9837549328804011
195,1075,3543,100.74017333984375,160.38394165039062,204.24310302734375,197.89999389648438,0.9572343230247491
196,1075,4542,608.6312255859375,138.70065307617188,210.13983154296875,206.36764526367188,0.717412531375885
197,1076,16550,541.2147827148438,182.13450622558594,325.53314208984375,454.48951721191406,0.9736853837966911
198,1076,3543,668.9873046875,900.7234497070312,219.03509521484375,210.86212158203125,0.963971674442291
199,1076,4542,133.4488067626953,915.9774780273438,216.6226348876953,214.43572998046875,0.7187226414680481
200,1077,16550,131.09799194335938,649.8779907226562,334.4781494140625,449.39031982421875,0.9849932193756101
201,1077,3543,119.70448303222656,167.38858032226562,204.7649688720703,198.89361572265625,0.9589437842369081
202,1077,4542,634.3876342773438,142.39385986328125,217.22259521484375,202.62481689453125,0.7194418907165521
203,1079,20876,69.33432006835938,800.8238525390625,330.38525390625,243.942138671875,0.9829127788543701
204,1079,3482,647.7154541015625,753.9095458984375,210.3284912109375,269.10296630859375,0.9696914553642271
205,1079,29666,628.1658325195312,186.68002319335938,221.21063232421875,211.71990966796875,0.9640752673149101
206,1079,22346,119.41016387939453,215.8625030517578,208.3000717163086,199.3569793701172,0.90995842218399
207,108,25437,142.4923553466797,839.7623901367188,254.83790588378906,258.73040771484375,0.959291279315948
208,108,2482,602.9827270507812,85.68740844726562,246.2171630859375,478.0143127441406,0.9592006802558891
209,108,12777,110.2038345336914,42.895782470703125,285.89696502685547,527.1589050292969,0.9096664190292351
210,108,22361,586.763427734375,750.4949340820312,261.26959228515625,395.62884521484375,0.8621019721031181
211,1080,20876,37.33772277832031,755.5252685546875,332.12876892089844,247.9580078125,0.9776514172554011
212,1080,3482,620.5909423828125,721.4688720703125,211.503662109375,267.671142578125,0.9749451875686641
213,1080,29666,595.3372802734375,181.36256408691406,222.08795166015625,213.25376892089844,0.9593168497085571
214,1080,22346,96.93981170654297,209.09463500976562,208.0184097290039,194.73196411132812,0.8991255164146421
215,1081,16550,481.70721435546875,198.54652404785156,452.68121337890625,321.6548309326172,0.9820978045463561
216,1081,1899,608.5673217773438,901.3212890625,209.44805908203125,138.01953125,0.9770503044128411
217,1081,44198,92.928466796875,181.80931091308594,257.7415771484375,234.3865203857422,0.948215901851654
218,1081,21025,123.05110931396484,867.604736328125,179.77848052978516,177.836181640625,0.786564350128173
219,1085,20876,84.63653564453125,723.313720703125,332.4804992675781,242.93896484375,0.9802107214927671
220,1085,3482,625.7146606445312,714.251708984375,207.1448974609375,275.1636962890625,0.9718801975250241
221,1085,25366,36.2924690246582,126.15528869628906,439.45771408081055,415.2104949951172,0.9666807651519771
222,1085,16231,626.328857421875,224.5504608154297,187.402099609375,180.1537322998047,0.9525992274284361
223,1087,16550,86.24974822998047,584.9827270507812,296.6895217895508,485.21563720703125,0.967486500740051
224,1087,3543,128.8209991455078,172.9807891845703,206.31776428222656,203.0624542236328,0.9439228177070611
225,1087,31704,567.92236328125,678.403564453125,256.4263916015625,442.2647705078125,0.8880113363265991
226,1087,10220,628.8973388671875,205.2191925048828,214.972900390625,218.90235900878906,0.8708813786506651
227,1089,16550,582.6603393554688,184.96002197265625,292.69134521484375,451.50634765625,0.9612937569618221
228,1089,3543,630.7924194335938,892.3339233398438,220.05975341796875,206.47247314453125,0.9461842179298401
229,1089,31704,157.16209411621094,143.1680908203125,249.2908477783203,441.1055908203125,0.8709466457366941
230,1089,10220,109.78765106201172,831.0690307617188,226.90155792236328,229.22637939453125,0.859957098960876
231,109,3482,146.7464141845703,219.0626983642578,253.7759246826172,222.7379608154297,0.9767563343048091
232,109,25366,577.1597290039062,713.8795776367188,384.45672607421875,515.4248657226562,0.9573841691017151
233,109,35205,107.84049987792969,771.6349487304688,307.2958221435547,397.21966552734375,0.9524126648902891
234,109,19860,639.3500366210938,275.3935546875,220.1517333984375,175.28472900390625,0.903798937797546
235,1092,1899,649.2783203125,848.2386474609375,211.36456298828125,161.46435546875,0.976913750171661
236,1092,16547,83.6190185546875,910.0919799804688,241.58456420898438,246.04595947265625,0.9639090299606321
237,1092,44198,137.3819122314453,245.16537475585938,238.93064880371094,230.88671875,0.9429824948310851
238,1092,33008,563.656005859375,202.99075317382812,316.47430419921875,298.75634765625,0.76021409034729
239,1093,16261,96.71522521972656,852.2163696289062,255.7849884033203,238.16961669921875,0.9796285033226011
240,1093,3482,146.8694305419922,218.56008911132812,253.4017791748047,223.40628051757812,0.9783279895782471
241,1093,34596,493.67498779296875,695.5509643554688,467.617431640625,427.15423583984375,0.9723203182220451
242,1093,19860,640.04052734375,274.70361328125,218.02923583984375,176.75027465820312,0.900223731994628
243,1095,16261,638.1215209960938,178.9980010986328,249.17266845703125,226.85499572753906,0.978545546531677
244,1095,34596,47.918880462646484,122.0588607788086,441.08188247680664,416.7408218383789,0.9779309034347531
245,1095,3482,600.3123168945312,866.441650390625,259.99774169921875,231.14306640625,0.9687668085098261
246,1095,19860,124.9935302734375,865.0301513671875,223.68048095703125,169.5032958984375,0.9000779986381531
247,1096,16550,479.7790832519531,115.27911376953125,453.6006774902344,318.9830627441406,0.9759557247161861
248,1096,3543,91.45601654052734,194.40850830078125,200.25922393798828,206.35409545898438,0.939055502414703
249,1096,6562,155.90972900390625,672.20263671875,228.894287109375,364.825439453125,0.895038425922393
250,1097,16550,504.6527404785156,123.03514099121094,456.1251525878906,324.0450897216797,0.9812565445899961
251,1097,3543,108.54176330566406,206.5663299560547,205.7011260986328,201.6051483154297,0.932213604450225
252,1097,6562,199.04489135742188,709.56298828125,216.24319458007812,362.1170654296875,0.8684884905815121
253,1098,16550,25.623519897460938,789.61181640625,468.66688537597656,342.60791015625,0.9768465161323541
254,1098,3543,674.9888916015625,863.8065795898438,214.2958984375,209.78131103515625,0.9457038640975951
255,1098,6562,583.9360961914062,232.99679565429688,211.59075927734375,334.2964782714844,0.8653176426887511
256,110,3482,598.7952880859375,866.2884521484375,262.265869140625,231.215576171875,0.9703809022903441
257,110,25366,39.56183624267578,52.119598388671875,382.59468841552734,489.2698669433594,0.9698413610458371
258,110,35205,581.7723388671875,97.71675872802734,287.247802734375,376.0311965942383,0.9610327482223511
259,110,19860,124.14823913574219,864.46826171875,224.74607849121094,170.3524169921875,0.9013090133666991
260,1100,31884,58.4462776184082,102.60145568847656,412.5735282897949,482.92637634277344,0.973848342895507
261,1100,3482,537.0822143554688,779.3624877929688,267.07843017578125,225.61248779296875,0.9731276035308831
262,1100,36636,636.178466796875,176.2414093017578,180.9874267578125,239.15577697753906,0.959765434265136
263,1100,27776,142.84547424316406,774.6697998046875,180.56373596191406,203.88818359375,0.9438261389732361
264,1101,31884,71.80492401123047,124.98584747314453,427.80558013916016,488.37364959716797,0.9778360128402711
265,1101,36636,664.697021484375,180.73968505859375,186.59332275390625,248.41705322265625,0.977157950401306
266,1101,3482,562.6787109375,812.7647094726562,269.601806640625,219.26226806640625,0.9755704998970031
267,1101,27776,174.95443725585938,811.7339477539062,177.86642456054688,200.04541015625,0.937235891819
268,1105,3482,611.3493041992188,785.6837768554688,270.62103271484375,216.25103759765625,0.9799981713294981
269,1105,27732,125.75760650634766,762.10107421875,311.92223358154297,281.491943359375,0.974156558513641
270,1105,35205,596.2145385742188,128.78172302246094,259.0169677734375,386.78102111816406,0.9686591029167171
271,1105,22346,111.17910766601562,213.2803192138672,207.2578125,196.9596405029297,0.9076990485191341
272,1109,3482,587.5598754882812,844.5191040039062,281.87646484375,167.1090087890625,0.9763734340667721
273,1109,16261,623.294921875,181.9427947998047,242.9959716796875,232.1262664794922,0.97599321603775
274,1109,27652,95.6998519897461,850.8527221679688,221.7721939086914,210.44891357421875,0.9587744474411011
275,1109,28762,143.0693817138672,224.96595764160156,211.65565490722656,201.4230194091797,0.8912807703018181
276,1111,3482,558.600341796875,813.3939819335938,287.76666259765625,174.27001953125,0.972364068031311
277,1111,29666,601.1534423828125,177.754150390625,224.49298095703125,211.81106567382812,0.971315383911132
278,1111,27652,60.63492965698242,810.8836669921875,224.85783767700195,211.63055419921875,0.9604907035827631
279,1111,28762,116.25856018066406,190.92330932617188,209.59947204589844,198.04193115234375,0.8582910299301141
280,1114,30307,561.259033203125,700.3222045898438,393.074462890625,420.02362060546875,0.9767633676528931
281,1114,3482,131.35581970214844,287.4438781738281,273.97019958496094,176.1915283203125,0.972865760326385
282,1114,35205,107.62734985351562,680.6910400390625,202.33148193359375,424.52685546875,0.953709423542022
283,1114,27652,672.9295654296875,255.04261779785156,219.5084228515625,199.68540954589844,0.9418973922729491
284,1115,30307,44.9864387512207,126.76293182373047,364.3415946960449,401.89136505126953,0.979178011417388
285,1115,3482,558.3779907226562,813.678955078125,288.20343017578125,173.52374267578125,0.9734496474266051
286,1115,35205,649.943603515625,141.2489776611328,198.61846923828125,399.8436737060547,0.9683833122253411
287,1115,27652,61.40004348754883,811.802001953125,227.23691940307617,210.718994140625,0.95728600025177
288,1116,30307,54.35774230957031,144.92762756347656,393.07630920410156,409.27598571777344,0.9825740456581111
289,1116,3482,587.5044555664062,844.7835083007812,281.48236083984375,166.73974609375,0.9778032302856441
290,1116,35205,680.8155517578125,152.55361938476562,200.59814453125,411.5940246582031,0.9654387831687921
